Alignment ID	Average Rt(min)	Average Mz	Metabolite name	Adduct type	Post curation result	Fill %	MS/MS assigned	Reference RT	Reference m/z	Formula	Ontology	INCHIKEY	SMILES	Annotation tag (VS1.0)	RT matched	m/z matched	MS/MS matched	Comment	Manually modified for quantification	Manually modified for annotation	Isotope tracking parent ID	Isotope tracking weight number	Total score	RT similarity	Dot product	Reverse dot product	Fragment presence %	S/N average	Spectrum reference file name	MS1 isotopic spectrum	MS/MS spectrum	HF1_1578259_CP_QC1	HF1_1578259_CP_QC2	HF1_1578259_CP_QC3	HF1_1578259_CP_QC4	HF1_1578259_CP_QC5
3107	6.266	805.32941	Unknown	[M+H]+		0.2	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	230.44	HF1_1578259_CP_QC3	805.32941:864638 806.33276:479420 807.33612:177407		716918	743520	864638	765761	840891
3108	1.404	811.27057	Unknown	[M+H]+	similar chromatogram in higher mz_3209	0.4	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	106.7	HF1_1578259_CP_QC4	811.27057:721275 812.27392:293290 813.27728:0		263140	538045	391894	721275	285278
3109	6.558	811.30951	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	63.41	HF1_1578259_CP_QC3	811.31165:736841 812.315:384560 813.31836:174139	116.89149:6077 190.20555:6815	550817	621923	736841	1042330	881652
3110	5.381	811.32538	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	263.66	HF1_1578259_CP_QC1	811.32678:1493900 812.33013:756229 813.33349:196517	70.06574:28611 87.66104:6663 127.60845:6472 136.07599:11587 179.18227:6907 213.31883:7742 263.04773:6456 357.28821:6320 461.05692:6690	1493900	1474268	1498692	1499802	1382556
3111	6.998	813.16296	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	160.15	HF1_1578259_CP_QC1	813.1637:817655 814.16705:408202 815.17041:0	114.70189:6211 180.81055:8189	817655	711782	761303	853752	683698
3112	1.389	813.29907	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	672.7	HF1_1578259_CP_QC1	813.29828:5055891 814.30163:0 815.30499:2225879	77.60956:6144 215.53085:30033	5055891	5658730	5526892	5547676	4896539
3113	10.392	813.49121	Unknown	[M+H]+		0.2	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	133.47	HF1_1578259_CP_QC2	813.49121:1771494 814.49456:960889 815.49792:382324	104.14723:6810 217.20041:13087 255.72952:8176 294.2135:7172 321.01904:6844	439184	1771494	0	264783	0
3114	6.135	815.4657	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	341.45	HF1_1578259_CP_QC1	815.46667:1805626 816.47002:835822 817.47338:234166	153.37361:6006	1805626	1976240	1914746	2139846	1908943
3115	5.159	817.26526	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	396.51	HF1_1578259_CP_QC1	817.26752:1811484 818.27087:1137987 819.27423:422408	66.13742:6359 70.65612:6306 73.57584:6950 82.59573:6295 84.52175:5890 106.08047:6357 113.53288:6511 128.03087:5832 154.85706:6574 239.55176:5918 258.73407:8325	1811484	1825486	2147080	1795704	2311382
3116	5.855	820.5415	Unknown	[M+H]+		0.6	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	102.27	HF1_1578259_CP_QC3	820.5415:606661 821.54485:249439 822.54821:0		558277	512522	606661	462302	504884
3117	1.172	824.63348	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	85.69	HF1_1578259_CP_QC1	824.63385:640680 825.6372:302446 826.64056:841493	122.92362:7537	640680	603201	587429	683198	646361
3118	0.529	825.42804	Unknown	[M+2H]2+		0.6	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	113.72	HF1_1578259_CP_QC3	825.42804:809039 826.43139:0 827.43475:47192		773685	486665	809039	479531	516380
3119	0.531	825.51111	Unknown	[M+H]+		1	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	101.41	HF1_1578259_CP_QC3	825.51111:908544 826.51446:0 827.51782:39306		856144	638668	908544	645468	720252
3120	5.927	825.5116	Unknown	[M+H]+		0.2	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	78.78	HF1_1578259_CP_QC3	825.5116:837066 826.51495:0 827.51831:0		855682	890387	837066	581693	547573
3121	0.531	825.59497	Unknown	[M+H]+		0.8	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	92.29	HF1_1578259_CP_QC3	825.59497:1154356 826.59832:23662 827.60168:85699		998795	841360	1154356	782286	840422
3122	0.529	825.67755	Unknown	[M+H]+		0.8	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	110.12	HF1_1578259_CP_QC3	825.67755:1229015 826.6809:81489 827.68426:0		1063561	841504	1229015	743519	922640
3123	0.529	825.76196	Unknown	[M+H]+		0.8	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	101.14	HF1_1578259_CP_QC1	825.76196:992110 826.76531:80866 827.76867:20298		992110	798078	1103839	751303	897844
3124	5.958	825.76306	Unknown	[M+H]+		0.2	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	66.11	HF1_1578259_CP_QC3	825.76306:860406 826.76641:0 827.76977:0		899724	885518	860406	461606	464803
3125	0.529	825.84436	Unknown	[M+H]+		0.4	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	92.41	HF1_1578259_CP_QC3	825.84436:799804 826.84771:165898 827.85107:0		746272	592649	799804	527144	515073
3126	5.505	826.27551	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	472.3	HF1_1578259_CP_QC1	826.27765:1629075 827.281:1108499 828.28436:310842	71.04987:8030 145.02924:8957 167.56035:7241 244.00963:14676 356.13309:18541	1629075	1774382	2072533	2204185	2376660
3127	1.173	826.6322	Unknown	[M+H]+		0.6	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	82.13	HF1_1578259_CP_QC1	826.6322:551794 827.63555:186670 828.63891:336520		551794	467964	472335	542908	516918
3128	7.293	827.17847	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	146.34	HF1_1578259_CP_QC1	827.18066:908543 828.18401:490939 829.18737:95268	104.86715:7064	908543	794726	832525	955621	835005
3129	5.713	830.0564	Unknown	[M+H]+		0.2	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	138.65	HF1_1578259_CP_QC1	830.0564:919120 831.05975:472454 832.06311:0		919120	489679	316729	251715	0
3130	5.691	830.15948	Unknown	[M+2H]2+		0.2	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	208.5	HF1_1578259_CP_QC2	830.15948:988631 831.16283:149649 832.16619:155757		1707390	988631	371643	464055	112592
3131	5.713	830.25623	Unknown	[M+H]+		0.4	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	278.36	HF1_1578259_CP_QC1	830.25623:2574301 831.25958:0 832.26294:171381		2574301	1410796	1172357	528128	729417
3132	5.653	830.35535	Unknown	[M+H]+		0.4	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	288.46	HF1_1578259_CP_QC1	830.35535:3110817 831.3587:109011 832.36206:0		3110817	1400498	1030316	637104	373839
3133	5.723	830.35547	Unknown	[M+H]+		0.4	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	137.65	HF1_1578259_CP_QC2	830.35547:1750764 831.35882:0 832.36218:0		3070556	1750764	999836	753432	371872
3134	5.774	830.45599	Unknown	[M+H]+		0.2	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	94.93	HF1_1578259_CP_QC1	830.45599:2873539 831.45934:0 832.4627:158306		2873539	1560392	1104312	696873	614220
3135	5.672	830.55603	Unknown	[M+H]+		0.4	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	120.83	HF1_1578259_CP_QC2	830.55603:1704387 831.55938:0 832.56274:0		2497795	1704387	833096	614498	432056
3136	5.758	830.7561	Unknown	[M+H]+		0.2	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	132.19	HF1_1578259_CP_QC1	830.7561:1005526 831.75945:219354 832.76281:0		1005526	612776	394881	103706	137752
3137	6.214	833.34265	Unknown	[M+H]+		0.4	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	67.08	HF1_1578259_CP_QC3	833.34265:565758 834.346:292647 835.34936:0	58.93279:6428 62.89057:6582 76.99248:7964 122.01044:6097 134.31508:6594 150.14122:6155 168.36177:6047 221.97292:6149	529147	462522	565758	496992	511624
3138	6.556	833.41486	Unknown	[M+H]+		0.2	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	93.56	HF1_1578259_CP_QC3	833.41486:548203 834.41821:294271 835.42157:0		400379	491209	548203	449435	483288
3139	5.9	835.3396	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	246.15	HF1_1578259_CP_QC1	835.34009:1257690 836.34344:739362 837.3468:1325799	114.84782:6530	1257690	1459546	1465172	1335328	1390941
3140	6.135	837.44806	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	612.61	HF1_1578259_CP_QC1	837.44879:2246230 838.45214:939058 839.4555:374065	188.07428:7209 432.25778:13870 545.34015:10711	2246230	2222014	2871780	3007541	2601182
3141	6.592	838.40588	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	197.85	HF1_1578259_CP_QC1	838.40857:720113 839.41192:373769 840.41528:133829	136.41278:7621 145.7653:6817	720113	856340	921198	947493	908322
3142	5.464	839.34424	Unknown	[M+H]+		0.8	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	112.67	HF1_1578259_CP_QC4	839.34424:744910 840.34759:362261 841.35095:4336570		536701	589424	596986	744910	743369
3143	1.358	841.11707	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	454.78	HF1_1578259_CP_QC1	841.11755:3696574 842.1209:1742614 843.12426:1342500	223.79073:8402	3696574	2075370	4300598	1963564	3836482
3144	5.463	841.35919	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	659.02	HF1_1578259_CP_QC1	841.36053:3217334 842.36388:1571459 843.36724:567157	77.48962:7002 88.11241:7850 194.39981:6541	3217334	3400319	3374328	3639788	4134247
3145	1.394	843.28198	Unknown	[M+H]+		0.8	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	183.8	HF1_1578259_CP_QC2	843.28314:871394 844.28649:289766 845.28985:0	94.40784:6285 153.1541:8538 184.93559:7424	825046	871394	736498	876909	608789
3146	6.592	843.36029	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	444.18	HF1_1578259_CP_QC1	843.36255:1976148 844.3659:1105386 845.36926:349287	77.83228:6633 287.27692:5986 293.36023:7470	1976148	2057800	1910895	2245422	2252282
3147	5.234	845.29681	Unknown	[M+H]+		1	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	156.21	HF1_1578259_CP_QC5	845.29681:785591 846.30016:538297 847.30352:116911		772086	737582	747725	716755	785591
3148	6.9	846.4425	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	281.45	HF1_1578259_CP_QC1	846.44263:2045207 847.44598:1434982 848.44934:343711	97.52499:5969 193.73949:7237	2045207	1918838	2306270	1751542	1844419
3149	1.362	851.26318	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	75.75	HF1_1578259_CP_QC1	851.26282:861804 852.26617:313239 853.26953:106526	78.62428:5975 95.90994:8015 188.64034:6561	861804	915454	769522	903856	796941
3150	5.515	851.29352	Unknown	[M+H]+		0.2	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	73.58	HF1_1578259_CP_QC4	851.29352:648803 852.29687:289674 853.30023:0		417754	386145	516861	648803	486725
3151	6.918	851.39636	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	757.93	HF1_1578259_CP_QC1	851.39783:4716397 852.40118:2538162 853.40454:856810	123.3139:6980 221.84982:8406	4716397	4601674	5700816	6063382	6336426
3152	7.366	854.39386	Unknown	[M+H]+		0.2	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	154.34	HF1_1578259_CP_QC5	854.39386:948058 855.39721:0 856.40057:0	92.17333:6429 117.61025:6718	356522	237935	653888	762805	948058
3153	5.665	855.26868	Unknown	[M+H]+		0.6	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	77.36	HF1_1578259_CP_QC4	855.26868:683602 856.27203:332375 857.27539:404914		451174	590302	533818	683602	496786
3154	6.841	859.47125	Unknown	[M+H]+	similar chromatogram in higher mz_3168	1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	698.71	HF1_1578259_CP_QC1	859.47217:3801036 860.47552:2627752 861.47888:652288	136.00201:6938	3801036	4369502	5020464	4500466	4538406
3155	6.142	862.46332	Unknown	[M+H]+		0.4	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	60.94	HF1_1578259_CP_QC3	862.46332:542347 863.46667:192541 864.47003:0		368062	362287	542347	506412	419118
3156	6.638	864.47437	Unknown	[M+H]+		0.6	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	3597.98	HF1_1578259_CP_QC3	864.47681:540199 865.48016:232599 866.48352:0	71.10097:6041	432375	402845	540199	527763	548513
3157	1.35	867.23773	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	2453.89	HF1_1578259_CP_QC1	867.23773:14786747 868.24108:7326043 869.24444:3553438	205.78004:6532	14786747	12641687	14485152	12243053	13872039
3158	5.798	867.26733	Unknown	[M+H]+		0.6	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	88.89	HF1_1578259_CP_QC5	867.26733:564877 868.27068:228827 869.27404:116237		506066	435105	558683	514399	564877
3159	6.912	867.37097	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	298.54	HF1_1578259_CP_QC1	867.37244:1710248 868.37579:903961 869.37915:234246	207.53221:6322 217.90816:11558 273.70129:6587	1710248	1540102	1803581	2068278	2046522
3160	6.141	867.41956	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	447.73	HF1_1578259_CP_QC1	867.42035:2211187 868.4237:1186347 869.42706:441863	61.8217:5967 75.42276:6501 75.85758:6293 155.55661:6120 252.23759:6110 338.3902:6039 609.72772:6599	2211187	2304370	2871336	3083029	2670262
3161	5.46	869.35474	Unknown	[M+H]+		0.6	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	211.02	HF1_1578259_CP_QC5	869.35474:1160484 870.35809:788310 871.36145:1433950		342898	488867	682055	914127	1160484
3162	5.461	871.37	Unknown	[M+H]+		0.8	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	118.47	HF1_1578259_CP_QC4	871.37:1003245 872.37335:539456 873.37671:173957		736968	927513	793728	1003245	937208
3163	5.781	873.28156	Unknown	[M+H]+		1	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	110.82	HF1_1578259_CP_QC3	873.28156:722716 874.28491:296306 875.28827:220946		673510	706336	722716	643076	658538
3164	6.138	877.31116	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	133.82	HF1_1578259_CP_QC4	877.31116:1074357 878.31451:603636 879.31787:204186	75.34129:5808	639468	749054	927027	1074357	994399
3165	7.239	877.3598	Unknown	[M+H]+		0.4	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	22.37	HF1_1578259_CP_QC4	877.36115:503099 878.3645:242003 879.36786:114584	69.74901:9390 105.67725:6708 117.73299:6554	184536	211583	379999	503099	562683
3166	1.191	878.57513	Unknown	[M+H]+		0.8	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	73	HF1_1578259_CP_QC2	878.57721:525125 879.58056:223596 880.58392:902076	98.72375:5835	494355	525125	553343	592772	708255
3167	1.187	880.57355	Unknown	[M+H]+		0.4	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	105.66	HF1_1578259_CP_QC5	880.57355:510608 881.5769:147889 882.58026:275649		454187	495052	466421	509431	510608
3168	6.835	881.45276	Unknown	[M+H]+	similar chromatogram in higher mz_3174	1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	1335.17	HF1_1578259_CP_QC1	881.45361:7604588 882.45696:4949691 883.46032:1266785	110.90588:7375	7604588	7618178	10184197	10628160	9997166
3169	6.633	886.45752	Unknown	[M+H]+		0.6	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	77.68	HF1_1578259_CP_QC3	886.45752:628512 887.46087:460525 888.46423:0	309.00739:5898 324.01663:6796	473629	470480	628512	589622	560284
3170	6.748	887.5025	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	819.59	HF1_1578259_CP_QC1	887.50293:3448323 888.50628:2073149 889.50964:753943	120.08105:15922 141.10309:7291	3448323	3381613	4027452	3454563	3818171
3171	5.72	893.17554	Unknown	[M+H]+		0.4	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	102.91	HF1_1578259_CP_QC3	893.17554:575808 894.17889:358044 895.18225:0		409216	404758	575808	552527	412636
3172	5.52	893.30585	Unknown	[M+H]+		1	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	134.99	HF1_1578259_CP_QC2	893.30585:862861 894.3092:570113 895.31256:0		668996	862861	829007	850579	792498
3173	6.296	895.4516	Unknown	[M+H]+		0.2	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	165.29	HF1_1578259_CP_QC3	895.4516:554100 896.45495:200992 897.45831:198211		414782	368513	554100	495162	497532
3174	6.837	897.42572	Unknown	[M+H]+		0.8	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	73.94	HF1_1578259_CP_QC1	897.42883:524229 898.43218:285612 899.43554:115818	71.12535:7309 303.82037:7867	524229	482701	589617	612013	650863
3175	6.14	899.29517	Unknown	[M+H]+		0.2	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	97.52	HF1_1578259_CP_QC4	899.29517:590509 900.29852:579479 901.30188:121329		359750	413550	482882	590509	504653
3176	0.528	900.37616	Unknown	[M+H]+		0.2	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	76.14	HF1_1578259_CP_QC3	900.37616:659265 901.37951:0 902.38287:53031		429328	371274	659265	351898	386519
3177	0.528	900.46729	Unknown	[M+H]+		0.8	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	83.2	HF1_1578259_CP_QC1	900.46729:667930 901.47064:0 902.474:0		667930	597615	823359	553087	571886
3178	0.527	900.55548	Unknown	[M+H]+		0.8	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	120.1	HF1_1578259_CP_QC3	900.55548:1043803 901.55883:0 902.56219:0		731252	618096	1043803	636571	701176
3179	0.526	900.64868	Unknown	[M+H]+		1	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	102.82	HF1_1578259_CP_QC3	900.64868:1098334 901.65203:0 902.65539:35049		695041	625502	1098334	660851	773592
3180	0.528	900.73956	Unknown	[M+H]+		0.6	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	100.18	HF1_1578259_CP_QC1	900.73956:696750 901.74291:41632 902.74627:0		696750	609190	884825	517243	574262
3181	0.527	900.82812	Unknown	[M+H]+		0.4	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	66.48	HF1_1578259_CP_QC3	900.82812:602220 901.83148:151090 902.83484:0		497854	386519	602220	525963	429155
3182	5.94	907.28271	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	143.97	HF1_1578259_CP_QC3	907.28424:869510 908.28759:577212 909.29095:157926	166.4812:6469	752143	714030	869510	1011815	841847
